train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.7680038213729858,0,49,,,,
0.6123868227005005,0,99,,,,
0.939855694770813,0,149,,,,
0.3704049587249756,0,199,,,,
0.6996527910232544,0,249,,,,
0.6202318668365479,0,299,,,,
0.6446648836135864,0,349,,,,
0.6257719993591309,0,399,,,,
0.5177779197692871,0,449,,,,
0.5977601408958435,0,499,,,,
0.7332091927528381,0,549,,,,
0.5231587290763855,0,599,,,,
0.4145030379295349,0,649,,,,
0.5912154912948608,0,699,,,,
0.5579289197921753,0,749,,,,
,0,749,0.4635419249534607,0.8323333263397217,,
,1,750,,,0.4884459376335144,0.8263000249862671
